종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
디아이,37200.0,+25.46%,2726096.0,96910.0,499349.0,003160,https://kr.tradingview.com/symbols/KRX-003160/,"1,528억",2026.02.09,220071,240742
코아시아 *,6540.0,+17.63%,1396850.0,8846.0,172660.0,045970,https://kr.tradingview.com/symbols/KRX-045970/,"1,721억",2026.02.09,10000,364142
에이디테크놀로지 *,40150.0,+13.58%,688986.0,27235.0,206325.0,200710,https://kr.tradingview.com/symbols/KRX-200710/,"5,396억",2026.02.09,1707,183701
오픈엣지테크놀로지 *,16150.0,+13.33%,948805.0,14965.0,147835.0,394280,https://kr.tradingview.com/symbols/KRX-394280/,"4,244억",2026.02.09,62553,217749
큐알티 *,19540.0,+10.77%,315096.0,6065.0,94088.0,405100,https://kr.tradingview.com/symbols/KRX-405100/,"2,401억",2026.02.09,6185,71482
에스앤에스텍 *,93700.0,+9.85%,325213.0,30133.0,268331.0,101490,https://kr.tradingview.com/symbols/KRX-101490/,"19,991억",2026.02.09,19330,-896
가온칩스 *,70800.0,+9.60%,201438.0,13979.0,185891.0,399720,https://kr.tradingview.com/symbols/KRX-399720/,"8,213억",2026.02.09,11740,4460
매커스 *,24000.0,+8.84%,92367.0,2172.0,60406.0,093520,https://kr.tradingview.com/symbols/KRX-093520/,"3,399억",2026.02.09,9397,35305
파두 *,49100.0,+8.75%,2270454.0,111597.0,5142934.0,440110,https://kr.tradingview.com/symbols/KRX-440110/,"24,301억",2026.02.09,266471,-285738
SFA반도체 *,7470.0,+8.42%,6061612.0,45765.0,2768395.0,036540,https://kr.tradingview.com/symbols/KRX-036540/,"12,285억",2026.02.09,105810,-853540
아이씨티케이 *,17680.0,+8.27%,833299.0,14652.0,406237.0,456010,https://kr.tradingview.com/symbols/KRX-456010/,"2,458억",2026.02.09,-5999,159194
엠디바이스 *,18810.0,+7.42%,357381.0,6592.0,343597.0,226590,https://kr.tradingview.com/symbols/KRX-226590/,"2,000억",2026.02.09,-233,31819
자람테크놀로지 *,45350.0,+7.34%,386022.0,17163.0,225641.0,389020,https://kr.tradingview.com/symbols/KRX-389020/,"2,811억",2026.02.09,-2118,13257
에이직랜드 *,32300.0,+6.78%,109542.0,3499.0,77920.0,445090,https://kr.tradingview.com/symbols/KRX-445090/,"3,529억",2026.02.09,86,47881
퀄리타스반도체 *,13870.0,+6.61%,187696.0,2588.0,180939.0,432720,https://kr.tradingview.com/symbols/KRX-432720/,"1,962억",2026.02.09,0,70260
알파칩스 *,20300.0,+6.51%,75103.0,1517.0,48106.0,117670,https://kr.tradingview.com/symbols/KRX-117670/,"1,352억",2026.02.09,139,13762
미래반도체 *,18700.0,+6.43%,295459.0,5500.0,136548.0,254490,https://kr.tradingview.com/symbols/KRX-254490/,"2,700억",2026.02.09,-1,50425
어보브반도체 *,12560.0,+6.26%,422261.0,5280.0,387355.0,102120,https://kr.tradingview.com/symbols/KRX-102120/,"2,233억",2026.02.09,0,137876
사피엔반도체 *,38800.0,+6.16%,65971.0,2532.0,98460.0,452430,https://kr.tradingview.com/symbols/KRX-452430/,"3,189억",2026.02.09,-20881,17178
칩스앤미디어 *,19820.0,+6.05%,380213.0,7501.0,283503.0,094360,https://kr.tradingview.com/symbols/KRX-094360/,"4,218억",2026.02.09,84,87079
세미파이브 *,28150.0,+6.03%,773114.0,21822.0,579356.0,490470,https://kr.tradingview.com/symbols/KRX-490470/,"9,489억",2026.02.09,-2634,156234
두산테스나 *,64400.0,+5.92%,217254.0,13916.0,226626.0,131970,https://kr.tradingview.com/symbols/KRX-131970/,"12,447억",2026.02.09,-4355,221
하나마이크론 *,35100.0,+5.88%,1081189.0,37507.0,1254668.0,067310,https://kr.tradingview.com/symbols/KRX-067310/,"23,302억",2026.02.09,185067,-255279
SK하이닉스,887000.0,+5.72%,4228584.0,3746145.0,5581574.0,000660,https://kr.tradingview.com/symbols/KRX-000660/,"6,457,381억",2026.02.09,745055,-162083
피에스케이 *,58400.0,+5.61%,277047.0,16000.0,478614.0,319660,https://kr.tradingview.com/symbols/KRX-319660/,"16,917억",2026.02.09,24178,-34422
윈팩 *,568.0,+5.58%,899958.0,505.0,612124.0,097800,https://kr.tradingview.com/symbols/KRX-097800/,775억,2026.02.09,0,308595
앤씨앤 *,770.0,+5.48%,403663.0,314.0,1757832.0,092600,https://kr.tradingview.com/symbols/KRX-092600/,193억,2026.02.09,0,19972
싸이닉솔루션 *,9450.0,+5.23%,453675.0,4258.0,522778.0,234030,https://kr.tradingview.com/symbols/KRX-234030/,"2,231억",2026.02.09,-21300,54011
아진엑스텍 *,9400.0,+5.15%,282285.0,2668.0,324094.0,059120,https://kr.tradingview.com/symbols/KRX-059120/,861억,2026.02.09,3,3165
시그네틱스 *,895.0,+5.05%,526133.0,470.0,610708.0,033170,https://kr.tradingview.com/symbols/KRX-033170/,767억,2026.02.09,0,29356
삼성전자,166400.0,+4.92%,24964732.0,4169899.0,36358081.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,"985,278억",2026.02.09,4465185,510164
테크윙 *,45950.0,+4.55%,577056.0,26247.0,624088.0,089030,https://kr.tradingview.com/symbols/KRX-089030/,"17,026억",2026.02.09,15095,114160
텔레칩스 *,15160.0,+4.41%,173808.0,2614.0,232281.0,054450,https://kr.tradingview.com/symbols/KRX-054450/,"2,296억",2026.02.09,3,67486
시지트로닉스 *,4850.0,+4.08%,99683.0,477.0,55402.0,429270,https://kr.tradingview.com/symbols/KRX-429270/,313억,2026.02.09,0,31653
아이언디바이스 *,3565.0,+3.78%,301342.0,1058.0,275762.0,464500,https://kr.tradingview.com/symbols/KRX-464500/,498억,2026.02.09,0,41877
LB세미콘 *,4340.0,+3.70%,280932.0,1213.0,345661.0,061970,https://kr.tradingview.com/symbols/KRX-061970/,"2,521억",2026.02.09,-14162,46156
리노공업 *,99000.0,+3.45%,835970.0,81961.0,1036216.0,058470,https://kr.tradingview.com/symbols/KRX-058470/,"75,450억",2026.02.09,158293,-150465
고영 *,33800.0,+3.05%,1593280.0,53390.0,2452664.0,098460,https://kr.tradingview.com/symbols/KRX-098460/,"23,205억",2026.02.09,110545,226267
아이에이 *,143.0,+2.88%,1245675.0,176.0,3319524.0,038880,https://kr.tradingview.com/symbols/KRX-038880/,537억,2026.02.09,0,251411
LX세미콘,55300.0,+2.22%,94790.0,5206.0,86237.0,108320,https://kr.tradingview.com/symbols/KRX-108320/,"8,994억",2026.02.09,-19140,6459
라닉스 *,2110.0,+2.18%,94895.0,200.0,185434.0,317120,https://kr.tradingview.com/symbols/KRX-317120/,322억,2026.02.09,0,5490
동운아나텍 *,30550.0,+2.00%,127701.0,3918.0,144732.0,094170,https://kr.tradingview.com/symbols/KRX-094170/,"6,388억",2026.02.09,1416,50603
아나패스 *,17300.0,+1.76%,31668.0,548.0,62652.0,123860,https://kr.tradingview.com/symbols/KRX-123860/,"2,097억",2026.02.09,10,18137
오디텍 *,3075.0,+1.15%,12064.0,37.0,14462.0,080520,https://kr.tradingview.com/symbols/KRX-080520/,348억,2026.02.09,-269,245
케이알엠 *,3535.0,+1.00%,49358.0,175.0,84740.0,093640,https://kr.tradingview.com/symbols/KRX-093640/,"1,153억",2026.02.09,0,-370
아이앤씨 *,3140.0,+0.96%,212527.0,665.0,197958.0,052860,https://kr.tradingview.com/symbols/KRX-052860/,561억,2026.02.09,0,56
한미반도체,197800.0,+0.92%,1365865.0,270196.0,1470302.0,042700,https://kr.tradingview.com/symbols/KRX-042700/,"188,528억",2026.02.09,31345,-162425
아이텍 *,8700.0,+0.69%,352693.0,3086.0,828529.0,119830,https://kr.tradingview.com/symbols/KRX-119830/,"2,061억",2026.02.09,9050,-9327
네패스 *,19000.0,+0.26%,245803.0,4699.0,280534.0,033640,https://kr.tradingview.com/symbols/KRX-033640/,"4,381억",2026.02.09,-6420,-87376
지니틱스 *,712.0,-1.52%,129001.0,92.0,99685.0,303030,https://kr.tradingview.com/symbols/KRX-303030/,264억,2026.02.09,0,7614
넥스트칩 *,3975.0,-1.73%,1077220.0,4310.0,2016666.0,396270,https://kr.tradingview.com/symbols/KRX-396270/,"1,307억",2026.02.09,-5800,-297868
DB하이텍,99000.0,-3.88%,763088.0,76198.0,533362.0,000990,https://kr.tradingview.com/symbols/KRX-000990/,"43,070억",2026.02.09,-7013,-130602
네패스아크 *,22500.0,-4.46%,659850.0,14999.0,752702.0,330860,https://kr.tradingview.com/symbols/KRX-330860/,"2,741억",2026.02.09,-6941,-175029
이미지스 *,1944.0,-5.40%,1882435.0,3791.0,1950376.0,115610,https://kr.tradingview.com/symbols/KRX-115610/,460억,2026.02.09,0,-25429
에이엘티 *,14290.0,-10.01%,563640.0,8216.0,300036.0,172670,https://kr.tradingview.com/symbols/KRX-172670/,"1,280억",2026.02.09,-25,-223999
