종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크
엔에프씨 *,4655.0,+9.92%,378387.0,1705.0,128590.0,265740,https://kr.tradingview.com/symbols/KRX-265740/
HLB바이오스텝 *,1493.0,+6.49%,596285.0,876.0,404353.0,278650,https://kr.tradingview.com/symbols/KRX-278650/
씨티씨바이오 *,4465.0,+3.12%,127274.0,564.0,41348.0,060590,https://kr.tradingview.com/symbols/KRX-060590/
화일약품 *,1080.0,+2.47%,436549.0,470.0,281923.0,061250,https://kr.tradingview.com/symbols/KRX-061250/
애머릿지 *,565.0,+2.17%,89695.0,50.0,221574.0,900100,https://kr.tradingview.com/symbols/KRX-900100/
한국비엔씨 *,4730.0,+2.05%,1052313.0,5012.0,695513.0,256840,https://kr.tradingview.com/symbols/KRX-256840/
오성첨단소재 *,1479.0,+1.72%,750175.0,1105.0,525316.0,052420,https://kr.tradingview.com/symbols/KRX-052420/
우리바이오 *,1981.0,+0.81%,298732.0,588.0,179700.0,082850,https://kr.tradingview.com/symbols/KRX-082850/
비엘팜텍 *,579.0,-1.03%,251117.0,144.0,550828.0,065170,https://kr.tradingview.com/symbols/KRX-065170/
인벤티지랩 *,79600.0,-2.09%,91162.0,7374.0,164080.0,389470,https://kr.tradingview.com/symbols/KRX-389470/
