종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,수급일자,기관순매수,외국인순매수
보성파워텍 *,7800.0,+30.00%,56265744.0,407591.0,10726567.0,006910,https://kr.tradingview.com/symbols/KRX-006910/,2026.01.20,-135181,297987
한국전력,65400.0,+16.16%,18881532.0,1190861.0,3627467.0,015760,https://kr.tradingview.com/symbols/KRX-015760/,2026.01.20,531620,709004
지투파워 *,9000.0,+10.97%,5001655.0,44543.0,584018.0,388050,https://kr.tradingview.com/symbols/KRX-388050/,2026.01.20,14011,-25287
제룡산업 *,7280.0,+10.81%,6454859.0,48692.0,222583.0,147830,https://kr.tradingview.com/symbols/KRX-147830/,2026.01.20,0,-260795
서전기전 *,4270.0,+10.34%,635264.0,2617.0,279465.0,189860,https://kr.tradingview.com/symbols/KRX-189860/,2026.01.20,0,22510
한전산업,12870.0,+10.00%,2451803.0,30825.0,288082.0,130660,https://kr.tradingview.com/symbols/KRX-130660/,2026.01.20,29843,-37196
비츠로시스 *,455.0,+9.64%,3571391.0,1579.0,1146807.0,054220,https://kr.tradingview.com/symbols/KRX-054220/,2026.01.20,-21667,182481
대한전선,27950.0,+7.50%,14056229.0,390225.0,1862906.0,001440,https://kr.tradingview.com/symbols/KRX-001440/,2026.01.20,196508,1536979
세명전기 *,9870.0,+7.05%,2515113.0,24469.0,324229.0,017510,https://kr.tradingview.com/symbols/KRX-017510/,2026.01.20,3950,42789
비츠로테크 *,11420.0,+6.43%,3077228.0,34554.0,1744675.0,042370,https://kr.tradingview.com/symbols/KRX-042370/,2026.01.20,-1181,-49374
한전KPS,59900.0,+6.02%,1034535.0,60991.0,434147.0,051600,https://kr.tradingview.com/symbols/KRX-051600/,2026.01.20,117601,201361
티씨머티리얼즈 *,4250.0,+4.68%,1759053.0,7413.0,570595.0,125020,https://kr.tradingview.com/symbols/KRX-125020/,2026.01.20,0,237781
금화피에스시 *,32500.0,+4.33%,33390.0,1062.0,12354.0,036190,https://kr.tradingview.com/symbols/KRX-036190/,2026.01.20,4976,10805
제룡전기 *,41000.0,+3.80%,668187.0,27145.0,518015.0,033100,https://kr.tradingview.com/symbols/KRX-033100/,2026.01.20,3761,8384
제일일렉트릭 *,10350.0,+2.78%,898428.0,9210.0,497500.0,199820,https://kr.tradingview.com/symbols/KRX-199820/,2026.01.20,-369,88935
서남 *,2815.0,+2.74%,631640.0,1764.0,531232.0,294630,https://kr.tradingview.com/symbols/KRX-294630/,2026.01.20,0,101994
광명전기,1529.0,+2.62%,2660340.0,4023.0,2116036.0,017040,https://kr.tradingview.com/symbols/KRX-017040/,2026.01.20,-39,-98124
LS마린솔루션 *,29450.0,+2.43%,329977.0,9570.0,139473.0,060370,https://kr.tradingview.com/symbols/KRX-060370/,2026.01.20,552,44088
LS,222000.0,+2.30%,188113.0,41318.0,160262.0,006260,https://kr.tradingview.com/symbols/KRX-006260/,2026.01.20,-9614,16382
위너스 *,10180.0,+1.80%,14058.0,143.0,15996.0,479960,https://kr.tradingview.com/symbols/KRX-479960/,2026.01.20,0,3539
대원전선,3775.0,+1.62%,8372391.0,31599.0,3185803.0,006340,https://kr.tradingview.com/symbols/KRX-006340/,2026.01.20,-15458,142179
산일전기,147100.0,+1.59%,449688.0,65140.0,186883.0,062040,https://kr.tradingview.com/symbols/KRX-062040/,2026.01.20,-20275,133073
지엔씨에너지 *,35750.0,+0.99%,367000.0,13034.0,292523.0,119850,https://kr.tradingview.com/symbols/KRX-119850/,2026.01.20,-1947,-3917
가온전선,92500.0,+0.87%,310676.0,29860.0,38790.0,000500,https://kr.tradingview.com/symbols/KRX-000500/,2026.01.20,-35962,50077
에이루트 *,1612.0,+0.50%,59019.0,95.0,38631.0,096690,https://kr.tradingview.com/symbols/KRX-096690/,2026.01.20,0,1834
일진전기,62700.0,+0.32%,601764.0,37502.0,378258.0,103590,https://kr.tradingview.com/symbols/KRX-103590/,2026.01.20,-86372,102517
LS에코에너지,38500.0,+0.13%,256980.0,9942.0,260958.0,229640,https://kr.tradingview.com/symbols/KRX-229640/,2026.01.20,2260,38864
피앤씨테크 *,4105.0,+0.12%,23728.0,97.0,34440.0,237750,https://kr.tradingview.com/symbols/KRX-237750/,2026.01.20,0,-1460
두산에너빌리티,95300.0,-0.10%,10795773.0,1028604.0,8509605.0,034020,https://kr.tradingview.com/symbols/KRX-034020/,2026.01.20,-319171,-65761
HD현대일렉트릭,915000.0,-0.33%,137308.0,124628.0,168381.0,267260,https://kr.tradingview.com/symbols/KRX-267260/,2026.01.20,-8205,24237
효성중공업,2344000.0,-0.68%,59460.0,138409.0,51744.0,298040,https://kr.tradingview.com/symbols/KRX-298040/,2026.01.20,5734,1864
바이오스마트 *,4060.0,-1.10%,897180.0,3655.0,1631962.0,038460,https://kr.tradingview.com/symbols/KRX-038460/,2026.01.20,0,670
LS ELECTRIC,525000.0,-1.50%,230567.0,119878.0,159742.0,010120,https://kr.tradingview.com/symbols/KRX-010120/,2026.01.20,-17918,15599
