종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,수급일자,기관순매수,외국인순매수
파이버프로 *,15650.0,+18.20%,4528251.0,68710.0,942984.0,368770,https://kr.tradingview.com/symbols/KRX-368770/,2026.01.20,37932,61085
퍼스텍,4845.0,+9.24%,11118797.0,53169.0,9919398.0,010820,https://kr.tradingview.com/symbols/KRX-010820/,2026.01.20,-4497,89199
켄코아에어로스페이스 *,22450.0,+7.16%,2041250.0,45125.0,848211.0,274090,https://kr.tradingview.com/symbols/KRX-274090/,2026.01.20,21236,7174
SK텔레콤,62200.0,+5.07%,3364804.0,208224.0,2911218.0,017670,https://kr.tradingview.com/symbols/KRX-017670/,2026.01.20,633404,537311
카카오,59000.0,+4.24%,2772592.0,161843.0,2189567.0,035720,https://kr.tradingview.com/symbols/KRX-035720/,2026.01.20,147866,649117
넥센타이어,8340.0,+3.22%,334175.0,2789.0,244872.0,002350,https://kr.tradingview.com/symbols/KRX-002350/,2026.01.20,-9946,117673
우수AMS *,3880.0,+3.19%,3888621.0,15247.0,11827648.0,066590,https://kr.tradingview.com/symbols/KRX-066590/,2026.01.20,5419,45863
KT,55200.0,+2.99%,551168.0,30287.0,906507.0,030200,https://kr.tradingview.com/symbols/KRX-030200/,2026.01.20,153820,-1458
LG유플러스,15430.0,+2.46%,1014310.0,15531.0,759293.0,032640,https://kr.tradingview.com/symbols/KRX-032640/,2026.01.20,114505,17687
베셀 *,1201.0,+1.95%,171591.0,204.0,165112.0,177350,https://kr.tradingview.com/symbols/KRX-177350/,2026.01.20,0,64339
네온테크 *,2565.0,+1.58%,861467.0,2227.0,563511.0,306620,https://kr.tradingview.com/symbols/KRX-306620/,2026.01.20,0,2294
GS,60800.0,+1.50%,201773.0,12266.0,170999.0,078930,https://kr.tradingview.com/symbols/KRX-078930/,2026.01.20,-11371,70415
기산텔레콤 *,1897.0,+1.17%,32170.0,61.0,44983.0,035460,https://kr.tradingview.com/symbols/KRX-035460/,2026.01.20,0,3438
남성,815.0,+0.74%,30522.0,24.0,58899.0,004270,https://kr.tradingview.com/symbols/KRX-004270/,2026.01.20,-32,-2220
대한항공,24450.0,+0.62%,3120823.0,75752.0,4425386.0,003490,https://kr.tradingview.com/symbols/KRX-003490/,2026.01.20,196867,274542
한국항공우주,165700.0,+0.12%,1188045.0,197508.0,1481943.0,047810,https://kr.tradingview.com/symbols/KRX-047810/,2026.01.20,-81,-76321
현대차,479000.0,-0.21%,5202898.0,2488061.0,5990850.0,005380,https://kr.tradingview.com/symbols/KRX-005380/,2026.01.20,-437066,-986272
현대건설,107600.0,-0.28%,2242366.0,242587.0,1759969.0,000720,https://kr.tradingview.com/symbols/KRX-000720/,2026.01.20,-28319,191281
한화시스템,90500.0,-0.33%,3518034.0,324799.0,2221542.0,272210,https://kr.tradingview.com/symbols/KRX-272210/,2026.01.20,16505,31392
LIG넥스원,550000.0,-0.72%,149649.0,83789.0,124923.0,079550,https://kr.tradingview.com/symbols/KRX-079550/,2026.01.20,8393,7649
한국카본,36300.0,-0.82%,468330.0,16945.0,847060.0,017960,https://kr.tradingview.com/symbols/KRX-017960/,2026.01.20,41829,-69143
제주항공,5810.0,-0.85%,193287.0,1126.0,312823.0,089590,https://kr.tradingview.com/symbols/KRX-089590/,2026.01.20,-11890,76530
한화에어로스페이스,1309000.0,-1.58%,219761.0,292657.0,194888.0,012450,https://kr.tradingview.com/symbols/KRX-012450/,2026.01.20,-4953,-15122
하이즈항공 *,2075.0,-1.66%,24838.0,52.0,51877.0,221840,https://kr.tradingview.com/symbols/KRX-221840/,2026.01.20,0,-852
서연이화,15590.0,-6.65%,939529.0,14840.0,2467490.0,200880,https://kr.tradingview.com/symbols/KRX-200880/,2026.01.20,-11357,-60940
