종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
미래에셋증권,48850.0,+21.97%,15132953.0,716496.0,6353904.0,006800,https://kr.tradingview.com/symbols/KRX-006800/,"276,454억",2026.02.02,-547858,-156239
HD건설기계,128500.0,+19.76%,1152508.0,136880.0,429822.0,267270,https://kr.tradingview.com/symbols/KRX-267270/,"61,647억",2026.02.02,-15422,76224
세아베스틸지주,80200.0,+13.12%,609394.0,48111.0,301988.0,001430,https://kr.tradingview.com/symbols/KRX-001430/,"28,582억",2026.02.02,13245,36002
두산밥캣,63400.0,+9.88%,460428.0,27996.0,435867.0,241560,https://kr.tradingview.com/symbols/KRX-241560/,"6,485억",2026.02.02,-68067,13829
드림텍,8340.0,+9.74%,905768.0,7389.0,661215.0,192650,https://kr.tradingview.com/symbols/KRX-192650/,"5,750억",2026.02.02,4125,88340
키움증권,456000.0,+9.35%,137648.0,62253.0,177867.0,039490,https://kr.tradingview.com/symbols/KRX-039490/,"123,058억",2026.02.02,-17211,35797
롯데쇼핑,90600.0,+8.76%,222087.0,19512.0,150033.0,023530,https://kr.tradingview.com/symbols/KRX-023530/,"25,658억",2026.02.02,44715,-16907
이녹스첨단소재 *,38450.0,+8.31%,1671656.0,64492.0,2693858.0,272290,https://kr.tradingview.com/symbols/KRX-272290/,"7,672억",2026.02.02,32228,96518
SK하이닉스,899000.0,+8.31%,3471992.0,3085706.0,7634191.0,000660,https://kr.tradingview.com/symbols/KRX-000660/,"6,552,021억",2026.02.02,-546425,-1674898
SK스퀘어,545000.0,+7.92%,728271.0,389566.0,1337758.0,402340,https://kr.tradingview.com/symbols/KRX-402340/,"719,875억",2026.02.02,56921,-277725
ISC *,147800.0,+7.73%,168844.0,24326.0,276855.0,095340,https://kr.tradingview.com/symbols/KRX-095340/,"31,372억",2026.02.02,-58785,70168
세아홀딩스,169200.0,+7.57%,3122.0,513.0,5088.0,058650,https://kr.tradingview.com/symbols/KRX-058650/,"6,768억",2026.02.02,-36,668
DB하이텍,110600.0,+7.38%,309187.0,33788.0,781246.0,000990,https://kr.tradingview.com/symbols/KRX-000990/,"47,986억",2026.02.02,206230,-109992
