종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
다산디엠씨 *,1948.0,+29.95%,3461363.0,6223.0,243273.0,208860,https://kr.tradingview.com/symbols/KRX-208860/,661억,2026.02.02,0,51151
넥스트칩 *,4075.0,+17.44%,3980886.0,16049.0,1743172.0,396270,https://kr.tradingview.com/symbols/KRX-396270/,"1,331억",2026.02.02,-10872,134028
드림텍,8340.0,+9.74%,905768.0,7389.0,661215.0,192650,https://kr.tradingview.com/symbols/KRX-192650/,"5,750억",2026.02.02,4125,88340
하이비젼시스템 *,17720.0,+8.71%,276345.0,4739.0,255097.0,126700,https://kr.tradingview.com/symbols/KRX-126700/,"2,649억",2026.02.02,19,-24448
아이쓰리시스템 *,129000.0,+8.40%,60738.0,7753.0,88890.0,214430,https://kr.tradingview.com/symbols/KRX-214430/,"9,426억",2026.02.02,-12362,14080
SK하이닉스,899000.0,+8.31%,3471992.0,3085706.0,7634191.0,000660,https://kr.tradingview.com/symbols/KRX-000660/,"6,552,021억",2026.02.02,-546425,-1674898
삼성전자,162900.0,+8.31%,20750110.0,3315932.0,39748369.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,"9,607,572억",2026.02.02,-3097649,-6237202
삼성전기,305500.0,+7.95%,1030303.0,311622.0,1476234.0,009150,https://kr.tradingview.com/symbols/KRX-009150/,"227,442억",2026.02.02,-26901,-8930
칩스앤미디어 *,18800.0,+6.46%,272069.0,5036.0,258888.0,094360,https://kr.tradingview.com/symbols/KRX-094360/,"4,007억",2026.02.02,190,-11498
인포뱅크 *,5960.0,+6.24%,703463.0,4414.0,54659.0,039290,https://kr.tradingview.com/symbols/KRX-039290/,518억,2026.02.02,7,5063
유니퀘스트,6515.0,+5.93%,196551.0,1263.0,240288.0,077500,https://kr.tradingview.com/symbols/KRX-077500/,"1,407억",2026.02.02,-536,-70126
SK텔레콤,73100.0,+5.79%,1127362.0,81861.0,1715655.0,017670,https://kr.tradingview.com/symbols/KRX-017670/,"156,797억",2026.02.02,284394,-101956
에이테크솔루션 *,11120.0,+5.60%,174554.0,1918.0,225354.0,071670,https://kr.tradingview.com/symbols/KRX-071670/,"1,112억",2026.02.02,0,-22866
켐트로닉스 *,35700.0,+5.47%,299949.0,10569.0,600130.0,089010,https://kr.tradingview.com/symbols/KRX-089010/,"5,841억",2026.02.02,3,-17538
퀄리타스반도체 *,14090.0,+5.15%,190035.0,2638.0,296882.0,432720,https://kr.tradingview.com/symbols/KRX-432720/,"1,990억",2026.02.02,0,-27092
