종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
브리지텍 *,6900.0,+12.01%,760206.0,5063.0,461506.0,064480,https://kr.tradingview.com/symbols/KRX-064480/,825억,2026.02.09,1132,2669
한화생명,4070.0,+11.97%,14515190.0,57506.0,3577895.0,088350,https://kr.tradingview.com/symbols/KRX-088350/,"35,349억",2026.02.09,713061,-274216
GS리테일,22350.0,+6.43%,518869.0,11327.0,382777.0,007070,https://kr.tradingview.com/symbols/KRX-007070/,"18,686억",2026.02.09,82427,-104826
NH투자증권,28450.0,+6.36%,1580715.0,44776.0,1025337.0,005940,https://kr.tradingview.com/symbols/KRX-005940/,"101,380억",2026.02.09,97233,16971
NICE평가정보,17400.0,+5.84%,96215.0,1647.0,43088.0,030190,https://kr.tradingview.com/symbols/KRX-030190/,"1,251억",2026.02.09,-3196,5392
한국금융지주,235500.0,+5.37%,322751.0,75963.0,292236.0,071050,https://kr.tradingview.com/symbols/KRX-071050/,"131,235억",2026.02.09,79657,-13180
카카오뱅크,27400.0,+3.01%,6375668.0,177862.0,2791098.0,323410,https://kr.tradingview.com/symbols/KRX-323410/,"13,701억",2026.02.09,634662,49428
KB금융,155500.0,+2.71%,1875041.0,293640.0,1668370.0,105560,https://kr.tradingview.com/symbols/KRX-105560/,"579,782억",2026.02.09,344012,-366240
드림시큐리티 *,1725.0,+2.68%,767141.0,1310.0,682830.0,203650,https://kr.tradingview.com/symbols/KRX-203650/,"1,650억",2026.02.09,0,191658
KT,60700.0,+2.36%,515069.0,31100.0,696720.0,030200,https://kr.tradingview.com/symbols/KRX-030200/,"152,977억",2026.02.09,219594,-1218
한국정보인증 *,6850.0,+1.93%,698174.0,4825.0,373315.0,053300,https://kr.tradingview.com/symbols/KRX-053300/,"2,907억",2026.02.09,-497,122546
시큐브 *,3930.0,+1.55%,19961.0,79.0,8390.0,131090,https://kr.tradingview.com/symbols/KRX-131090/,314억,2026.02.09,34,-434
카카오,58300.0,+1.39%,1863119.0,108940.0,1879959.0,035720,https://kr.tradingview.com/symbols/KRX-035720/,"258,039억",2026.02.09,203877,-23794
알서포트 *,2390.0,+1.27%,102836.0,246.0,104307.0,131370,https://kr.tradingview.com/symbols/KRX-131370/,"1,273억",2026.02.09,1062,39059
한국전자인증 *,4125.0,+1.23%,238245.0,980.0,227610.0,041460,https://kr.tradingview.com/symbols/KRX-041460/,784억,2026.02.09,5,67921
엑셈 *,2140.0,+0.94%,462765.0,990.0,448974.0,205100,https://kr.tradingview.com/symbols/KRX-205100/,"1,529억",2026.02.09,12929,83327
현대이지웰 *,5350.0,+0.75%,121973.0,658.0,104713.0,090850,https://kr.tradingview.com/symbols/KRX-090850/,"1,270억",2026.02.09,4333,-13183
인지소프트 *,22050.0,+0.68%,9602.0,210.0,13688.0,100030,https://kr.tradingview.com/symbols/KRX-100030/,724억,2026.02.09,384,-146
라온시큐어 *,9640.0,+0.63%,116340.0,1125.0,68474.0,042510,https://kr.tradingview.com/symbols/KRX-042510/,"1,080억",2026.02.09,-188,15637
예스24 *,3605.0,+0.14%,44671.0,161.0,41010.0,053280,https://kr.tradingview.com/symbols/KRX-053280/,901억,2026.02.09,6,-560
한세예스24홀딩스,4065.0,+0.12%,47722.0,193.0,32872.0,016450,https://kr.tradingview.com/symbols/KRX-016450/,"1,626억",2026.02.09,-525,-1090
한컴위드 *,5390.0,0.00%,460311.0,2498.0,1045702.0,054920,https://kr.tradingview.com/symbols/KRX-054920/,"1,521억",2026.02.09,-199,18689
KG모빌리언스 *,5510.0,-0.18%,243764.0,1344.0,735819.0,046440,https://kr.tradingview.com/symbols/KRX-046440/,"2,094억",2026.02.09,8360,44525
이글루 *,5190.0,-0.19%,12914.0,67.0,78011.0,067920,https://kr.tradingview.com/symbols/KRX-067920/,571억,2026.02.09,-6164,-5369
인포뱅크 *,5620.0,-0.53%,33931.0,191.0,22407.0,039290,https://kr.tradingview.com/symbols/KRX-039290/,489억,2026.02.09,7,447
인포바인 *,79900.0,-0.87%,3919.0,314.0,9573.0,115310,https://kr.tradingview.com/symbols/KRX-115310/,"2,551억",2026.02.09,525,2788
이니텍 *,4070.0,-0.97%,54483.0,222.0,47601.0,053350,https://kr.tradingview.com/symbols/KRX-053350/,937억,2026.02.09,0,-10206
포스코DX,38550.0,-1.53%,607466.0,23691.0,833517.0,022100,https://kr.tradingview.com/symbols/KRX-022100/,"58,609억",2026.02.09,123232,93703
KG이니시스 *,11270.0,-2.00%,349126.0,3995.0,99518.0,035600,https://kr.tradingview.com/symbols/KRX-035600/,"3,105억",2026.02.09,-2166,20947
코나아이 *,60500.0,-4.27%,109705.0,6721.0,283012.0,052400,https://kr.tradingview.com/symbols/KRX-052400/,"8,811억",2026.02.09,29331,55455
