종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,수급일자,기관순매수,외국인순매수
헥토파이낸셜 *,19500.0,+30.00%,6010868.0,111704.0,162203.0,234340,https://kr.tradingview.com/symbols/KRX-234340/,2026.01.23,347721,258901
NHN KCP *,18490.0,+29.94%,12542936.0,222434.0,260055.0,060250,https://kr.tradingview.com/symbols/KRX-060250/,2026.01.23,181847,447770
미투온 *,4210.0,+29.94%,11324202.0,45121.0,498727.0,201490,https://kr.tradingview.com/symbols/KRX-201490/,2026.01.23,288485,-367700
다날 *,8900.0,+29.93%,59546815.0,494958.0,2376428.0,064260,https://kr.tradingview.com/symbols/KRX-064260/,2026.01.23,584069,-112495
카카오페이,67800.0,+29.89%,12516769.0,788518.0,878800.0,377300,https://kr.tradingview.com/symbols/KRX-377300/,2026.01.23,715151,-113265
더즌 *,4665.0,+26.59%,26426493.0,119324.0,444669.0,462860,https://kr.tradingview.com/symbols/KRX-462860/,2026.01.23,174236,-775968
쿠콘 *,34200.0,+26.43%,876811.0,28707.0,25485.0,294570,https://kr.tradingview.com/symbols/KRX-294570/,2026.01.23,28650,-60770
핑거 *,12120.0,+21.81%,3991341.0,48119.0,52087.0,163730,https://kr.tradingview.com/symbols/KRX-163730/,2026.01.23,1020,-30427
아이티센글로벌 *,40000.0,+19.40%,2093832.0,82765.0,401220.0,124500,https://kr.tradingview.com/symbols/KRX-124500/,2026.01.23,125837,159573
아톤 *,7250.0,+18.46%,9369859.0,67150.0,253848.0,158430,https://kr.tradingview.com/symbols/KRX-158430/,2026.01.23,59208,-410920
아이티센피엔에스 *,2470.0,+16.24%,443714.0,1047.0,44466.0,232830,https://kr.tradingview.com/symbols/KRX-232830/,2026.01.23,0,18331
뱅크웨어글로벌 *,5570.0,+14.26%,2053759.0,11718.0,72537.0,199480,https://kr.tradingview.com/symbols/KRX-199480/,2026.01.23,1853,-79639
한국정보인증 *,6710.0,+13.34%,5122936.0,33922.0,323750.0,053300,https://kr.tradingview.com/symbols/KRX-053300/,2026.01.23,-926,8744
한컴위드 *,4830.0,+10.78%,6778692.0,33179.0,578745.0,054920,https://kr.tradingview.com/symbols/KRX-054920/,2026.01.23,0,42718
LG씨엔에스,73700.0,+8.38%,5585870.0,409396.0,1055658.0,064400,https://kr.tradingview.com/symbols/KRX-064400/,2026.01.23,147338,420663
NAVER,266000.0,+8.35%,5034280.0,1322091.0,1341056.0,035420,https://kr.tradingview.com/symbols/KRX-035420/,2026.01.23,696644,788284
사토시홀딩스 *,2150.0,+8.04%,491202.0,1055.0,108030.0,223310,https://kr.tradingview.com/symbols/KRX-223310/,2026.01.23,0,50494
라온시큐어 *,9620.0,+7.49%,348638.0,3302.0,77100.0,042510,https://kr.tradingview.com/symbols/KRX-042510/,2026.01.23,2451,66341
형지글로벌 *,1384.0,+7.12%,5059089.0,7062.0,1133254.0,308100,https://kr.tradingview.com/symbols/KRX-308100/,2026.01.23,-1,-233446
위메이드 *,27350.0,+5.80%,336766.0,9057.0,123000.0,112040,https://kr.tradingview.com/symbols/KRX-112040/,2026.01.23,93593,46618
드림시큐리티 *,1652.0,+3.90%,1297763.0,2124.0,464160.0,203650,https://kr.tradingview.com/symbols/KRX-203650/,2026.01.23,0,262813
넥써쓰 *,2095.0,+3.46%,350473.0,726.0,206738.0,205500,https://kr.tradingview.com/symbols/KRX-205500/,2026.01.23,245,-55487
