종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,수급일자,기관순매수,외국인순매수
헥토파이낸셜 *,19500.0,+30.00%,6010868.0,111704.0,162203.0,234340,https://kr.tradingview.com/symbols/KRX-234340/,2026.01.23,347721,258901
NHN KCP *,18490.0,+29.94%,12542936.0,222434.0,260055.0,060250,https://kr.tradingview.com/symbols/KRX-060250/,2026.01.23,181847,447770
다날 *,8900.0,+29.93%,59546815.0,494958.0,2376428.0,064260,https://kr.tradingview.com/symbols/KRX-064260/,2026.01.23,584069,-112495
카카오페이,67800.0,+29.89%,12516769.0,788518.0,878800.0,377300,https://kr.tradingview.com/symbols/KRX-377300/,2026.01.23,715151,-113265
코나아이 *,52000.0,+22.64%,860388.0,42388.0,53477.0,052400,https://kr.tradingview.com/symbols/KRX-052400/,2026.01.23,108239,59088
핑거 *,12120.0,+21.81%,3991341.0,48119.0,52087.0,163730,https://kr.tradingview.com/symbols/KRX-163730/,2026.01.23,1020,-30427
갤럭시아머니트리 *,10950.0,+19.41%,5622481.0,59539.0,153945.0,094480,https://kr.tradingview.com/symbols/KRX-094480/,2026.01.23,10143,-28103
아톤 *,7250.0,+18.46%,9369859.0,67150.0,253848.0,158430,https://kr.tradingview.com/symbols/KRX-158430/,2026.01.23,59208,-410920
아이티센피엔에스 *,2470.0,+16.24%,443714.0,1047.0,44466.0,232830,https://kr.tradingview.com/symbols/KRX-232830/,2026.01.23,0,18331
한국정보인증 *,6710.0,+13.34%,5122936.0,33922.0,323750.0,053300,https://kr.tradingview.com/symbols/KRX-053300/,2026.01.23,-926,8744
한컴위드 *,4830.0,+10.78%,6778692.0,33179.0,578745.0,054920,https://kr.tradingview.com/symbols/KRX-054920/,2026.01.23,0,42718
헥토이노베이션 *,16850.0,+10.13%,643511.0,10576.0,31692.0,214180,https://kr.tradingview.com/symbols/KRX-214180/,2026.01.23,23573,41068
NAVER,266000.0,+8.35%,5034280.0,1322091.0,1341056.0,035420,https://kr.tradingview.com/symbols/KRX-035420/,2026.01.23,696644,788284
웹케시 *,10070.0,+8.28%,438696.0,4359.0,30760.0,053580,https://kr.tradingview.com/symbols/KRX-053580/,2026.01.23,1,37511
라온시큐어 *,9620.0,+7.49%,348638.0,3302.0,77100.0,042510,https://kr.tradingview.com/symbols/KRX-042510/,2026.01.23,2451,66341
KG이니시스 *,10430.0,+6.76%,599209.0,6101.0,86388.0,035600,https://kr.tradingview.com/symbols/KRX-035600/,2026.01.23,5740,21837
KG모빌리언스 *,4760.0,+6.01%,637554.0,3005.0,91876.0,046440,https://kr.tradingview.com/symbols/KRX-046440/,2026.01.23,14707,3424
카카오,61000.0,+4.45%,7214439.0,435142.0,2364798.0,035720,https://kr.tradingview.com/symbols/KRX-035720/,2026.01.23,757558,1682110
이스트소프트 *,18390.0,+3.61%,184427.0,3397.0,136825.0,047560,https://kr.tradingview.com/symbols/KRX-047560/,2026.01.23,11641,19808
한국정보통신 *,7930.0,+3.39%,97949.0,776.0,19092.0,025770,https://kr.tradingview.com/symbols/KRX-025770/,2026.01.23,0,11401
한국전자인증 *,3925.0,+3.02%,526052.0,2078.0,96239.0,041460,https://kr.tradingview.com/symbols/KRX-041460/,2026.01.23,5,-1986
가비아 *,32600.0,+2.84%,28336.0,921.0,31588.0,079940,https://kr.tradingview.com/symbols/KRX-079940/,2026.01.23,696,8380
시큐브 *,3800.0,+2.43%,8281.0,31.0,7284.0,131090,https://kr.tradingview.com/symbols/KRX-131090/,2026.01.23,0,1215
이글루 *,5260.0,+2.14%,45059.0,234.0,18382.0,067920,https://kr.tradingview.com/symbols/KRX-067920/,2026.01.23,11673,-2077
SK,296500.0,+1.72%,210210.0,62559.0,276625.0,034730,https://kr.tradingview.com/symbols/KRX-034730/,2026.01.23,13956,7975
브리지텍 *,4990.0,+1.42%,62125.0,309.0,57709.0,064480,https://kr.tradingview.com/symbols/KRX-064480/,2026.01.23,0,18953
이니텍 *,4545.0,+1.00%,100368.0,453.0,220900.0,053350,https://kr.tradingview.com/symbols/KRX-053350/,2026.01.23,0,-1743
아모텍 *,10530.0,+0.57%,583012.0,6039.0,1966690.0,052710,https://kr.tradingview.com/symbols/KRX-052710/,2026.01.23,157639,-115146
SGA솔루션즈 *,585.0,0.00%,292660.0,171.0,201946.0,184230,https://kr.tradingview.com/symbols/KRX-184230/,2026.01.23,0,49978
인포뱅크 *,5810.0,-0.85%,41287.0,241.0,39832.0,039290,https://kr.tradingview.com/symbols/KRX-039290/,2026.01.23,3,-668
KT,54200.0,-1.28%,403164.0,22011.0,497460.0,030200,https://kr.tradingview.com/symbols/KRX-030200/,2026.01.23,-83506,-16272
성우전자 *,2445.0,-1.41%,187917.0,459.0,117666.0,081580,https://kr.tradingview.com/symbols/KRX-081580/,2026.01.23,19,15302
