종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
한화솔루션,36450.0,+29.95%,31440683.0,1056935.0,1041476.0,009830,https://kr.tradingview.com/symbols/KRX-009830/,"62,655억",2026.02.03,44640,338630
에스에너지 *,1515.0,+17.99%,3720113.0,5413.0,327695.0,095910,https://kr.tradingview.com/symbols/KRX-095910/,347억,2026.02.03,0,43321
EG *,6450.0,+11.21%,623483.0,3999.0,40826.0,037370,https://kr.tradingview.com/symbols/KRX-037370/,556억,2026.02.03,0,111
한온시스템,3725.0,+9.88%,40745491.0,152293.0,11829500.0,018880,https://kr.tradingview.com/symbols/KRX-018880/,"38,228억",2026.02.03,123790,691160
두산퓨얼셀,36850.0,+8.38%,1399061.0,51083.0,365422.0,336260,https://kr.tradingview.com/symbols/KRX-336260/,"24,134억",2026.02.03,-19267,-1275
지엠비코리아,5600.0,+7.90%,381482.0,2074.0,97699.0,013870,https://kr.tradingview.com/symbols/KRX-013870/,"1,068억",2026.02.03,2029,-8889
티에이치엔,7800.0,+7.73%,707226.0,5402.0,217799.0,019180,https://kr.tradingview.com/symbols/KRX-019180/,"1,404억",2026.02.03,-34,2689
코오롱ENP,11250.0,+5.83%,345453.0,3788.0,371037.0,138490,https://kr.tradingview.com/symbols/KRX-138490/,"4,275억",2026.02.03,212391,18752
코오롱인더,60400.0,+5.41%,501772.0,29669.0,600775.0,120110,https://kr.tradingview.com/symbols/KRX-120110/,"16,622억",2026.02.03,32679,-72752
범한퓨얼셀 *,33950.0,+5.11%,233244.0,7780.0,107488.0,382900,https://kr.tradingview.com/symbols/KRX-382900/,"2,974억",2026.02.03,-1215,46440
LS ELECTRIC,639000.0,+4.41%,304501.0,193668.0,444911.0,010120,https://kr.tradingview.com/symbols/KRX-010120/,"191,700억",2026.02.03,41347,129717
평화홀딩스,3920.0,+4.26%,120194.0,462.0,26857.0,010770,https://kr.tradingview.com/symbols/KRX-010770/,573억,2026.02.03,-9,3539
영화테크 *,8560.0,+4.01%,578103.0,5143.0,65256.0,265560,https://kr.tradingview.com/symbols/KRX-265560/,915억,2026.02.03,0,-1279
동아화성 *,6880.0,+3.77%,77939.0,529.0,68288.0,041930,https://kr.tradingview.com/symbols/KRX-041930/,"1,087억",2026.02.03,-9,-4978
