종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
LG전자,127900.0,+22.98%,13160492.0,1584726.0,1117921.0,066570,https://kr.tradingview.com/symbols/KRX-066570/,"208,332억",2026.02.10,8375,281923
아모센스 *,14700.0,+14.84%,342366.0,4855.0,167641.0,357580,https://kr.tradingview.com/symbols/KRX-357580/,"1,713억",2026.02.10,-72213,10003
비에이치,21650.0,+8.52%,1999165.0,43830.0,1240804.0,090460,https://kr.tradingview.com/symbols/KRX-090460/,"7,299억",2026.02.10,259159,55115
LS,233000.0,+6.64%,208696.0,48381.0,102937.0,006260,https://kr.tradingview.com/symbols/KRX-006260/,"73,861억",2026.02.10,-22140,9218
LG이노텍,251000.0,+3.08%,348025.0,87050.0,362416.0,011070,https://kr.tradingview.com/symbols/KRX-011070/,"59,404억",2026.02.10,3293,-26395
삼성전자,167800.0,+1.21%,22247243.0,3695330.0,19369566.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,"9,933,152억",2026.02.10,880521,1837045
위츠 *,6860.0,+0.15%,48810.0,333.0,33738.0,459100,https://kr.tradingview.com/symbols/KRX-459100/,917억,2026.02.10,0,3973
알에프텍 *,1876.0,-0.37%,104098.0,196.0,262188.0,061040,https://kr.tradingview.com/symbols/KRX-061040/,602억,2026.02.10,-1,69817
이랜텍 *,10650.0,-1.02%,140746.0,1508.0,191576.0,054210,https://kr.tradingview.com/symbols/KRX-054210/,"2,694억",2026.02.10,31048,-81331
한솔테크닉스,5820.0,-1.36%,135387.0,784.0,322447.0,004710,https://kr.tradingview.com/symbols/KRX-004710/,"1,869억",2026.02.10,-1071,86169
켐트로닉스 *,32950.0,-3.37%,206623.0,6831.0,223840.0,089010,https://kr.tradingview.com/symbols/KRX-089010/,"5,384억",2026.02.10,-10864,-29374
웰킵스하이텍 *,1008.0,-24.15%,10341585.0,11352.0,6114061.0,043590,https://kr.tradingview.com/symbols/KRX-043590/,274억,2026.02.10,5000,-32877
