종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
LG전자,127900.0,+22.98%,13160492.0,1584726.0,1117921.0,066570,https://kr.tradingview.com/symbols/KRX-066570/,"208,332억",2026.02.10,8375,281923
한울소재과학 *,3300.0,+10.37%,509780.0,1631.0,163610.0,091440,https://kr.tradingview.com/symbols/KRX-091440/,"1,018억",2026.02.10,0,-9203
제일일렉트릭 *,10880.0,+5.22%,1286937.0,13776.0,239519.0,199820,https://kr.tradingview.com/symbols/KRX-199820/,"2,418억",2026.02.10,-976,-6976
LG유플러스,16580.0,+3.50%,1144682.0,18987.0,599222.0,032640,https://kr.tradingview.com/symbols/KRX-032640/,"71,266억",2026.02.10,24940,49316
KT,62700.0,+3.29%,760790.0,48390.0,543101.0,030200,https://kr.tradingview.com/symbols/KRX-030200/,"158,018억",2026.02.10,98482,773
위닉스 *,5380.0,+2.87%,28351.0,150.0,23523.0,044340,https://kr.tradingview.com/symbols/KRX-044340/,962억,2026.02.10,1,2130
CS *,870.0,+2.35%,131238.0,112.0,191491.0,065770,https://kr.tradingview.com/symbols/KRX-065770/,169억,2026.02.10,0,-1041
SK텔레콤,75400.0,+2.31%,1278084.0,95803.0,1044261.0,017670,https://kr.tradingview.com/symbols/KRX-017670/,"161,952억",2026.02.10,228073,-132300
현대리바트,6980.0,+1.75%,119806.0,836.0,169455.0,079430,https://kr.tradingview.com/symbols/KRX-079430/,"1,433억",2026.02.10,1108,36374
자이에스앤디,4725.0,+1.39%,133663.0,623.0,206496.0,317400,https://kr.tradingview.com/symbols/KRX-317400/,"1,832억",2026.02.10,-4576,4728
HDC랩스,8290.0,+1.34%,19714.0,162.0,24884.0,039570,https://kr.tradingview.com/symbols/KRX-039570/,"2,152억",2026.02.10,-13821,1986
코콤 *,3495.0,+1.30%,29582.0,103.0,25233.0,015710,https://kr.tradingview.com/symbols/KRX-015710/,613억,2026.02.10,-345,832
삼성전자,167800.0,+1.21%,22247243.0,3695330.0,19369566.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,"9,933,152억",2026.02.10,880521,1837045
경동나비엔,62200.0,+1.14%,85143.0,5289.0,59389.0,009450,https://kr.tradingview.com/symbols/KRX-009450/,"9,062억",2026.02.10,-1239,5026
에스넷 *,3360.0,+0.90%,53973.0,180.0,43755.0,038680,https://kr.tradingview.com/symbols/KRX-038680/,669억,2026.02.10,0,7076
위너스 *,10280.0,+0.78%,6800.0,69.0,14033.0,479960,https://kr.tradingview.com/symbols/KRX-479960/,704억,2026.02.10,0,6378
옴니시스템 *,863.0,+0.58%,345717.0,298.0,306822.0,057540,https://kr.tradingview.com/symbols/KRX-057540/,513억,2026.02.10,0,-1575
에스원,91000.0,+0.55%,37067.0,3379.0,54902.0,012750,https://kr.tradingview.com/symbols/KRX-012750/,"34,579억",2026.02.10,-8695,10447
누리플렉스 *,6300.0,0.00%,45437.0,285.0,29851.0,040160,https://kr.tradingview.com/symbols/KRX-040160/,759억,2026.02.10,0,-3133
엠젠솔루션 *,964.0,-0.92%,199184.0,189.0,403160.0,032790,https://kr.tradingview.com/symbols/KRX-032790/,495억,2026.02.10,0,70196
포스코DX,37600.0,-2.46%,527897.0,19940.0,607466.0,022100,https://kr.tradingview.com/symbols/KRX-022100/,"57,165억",2026.02.10,-4049,-106682
현대에이치티 *,9420.0,-2.48%,161690.0,1508.0,158907.0,039010,https://kr.tradingview.com/symbols/KRX-039010/,812억,2026.02.10,0,13811
피에스텍 *,11440.0,-6.08%,827885.0,9781.0,723725.0,002230,https://kr.tradingview.com/symbols/KRX-002230/,"2,205억",2026.02.10,-1042,10476
